country_iso3,year,coal_electricity_share,score_tariff_trade_protection
GRC,2021,9.80826,9.80826
GRC,2022,11.147669,11.147669
GRC,2023,9.399959,9.399959
GRC,2024,5.748733,5.748733
GRL,2000,0,0
GRL,2001,0,0
GRL,2002,0,0
GRL,2003,0,0
GRL,2004,0,0
GRL,2005,0,0
GRL,2006,0,0
GRL,2007,0,0
GRL,2008,0,0
GRL,2009,0,0
GRL,2010,0,0
GRL,2011,0,0
GRL,2012,0,0
GRL,2013,0,0
GRL,2014,0,0
GRL,2015,0,0
GRL,2016,0,0
GRL,2017,0,0
GRL,2018,0,0
GRL,2019,0,0
GRL,2020,0,0
GRL,2021,0,0
GRL,2022,0,0
GRD,2000,0,0
GRD,2001,0,0
GRD,2002,0,0
GRD,2003,0,0
GRD,2004,0,0
GRD,2005,0,0
GRD,2006,0,0
GRD,2007,0,0
GRD,2008,0,0
GRD,2009,0,0
GRD,2010,0,0
GRD,2011,0,0
GRD,2012,0,0
GRD,2013,0,0
GRD,2014,0,0
GRD,2015,0,0
GRD,2016,0,0
GRD,2017,0,0
GRD,2018,0,0
GRD,2019,0,0
GRD,2020,0,0
GRD,2021,0,0
GRD,2022,0,0
GLP,2000,27.868853,27.868853
GLP,2001,26.35659,26.35659
GLP,2002,22.55639,22.55639
GLP,2003,23.913044,23.913044
GLP,2004,20.979023,20.979023
GLP,2005,17.333332,17.333332
GLP,2006,22.222223,22.222223
GLP,2007,20.625,20.625
GLP,2008,21.118013,21.118013
GLP,2009,13.496932,13.496932
GLP,2010,16.18497,16.18497
GLP,2011,30.357143,30.357143
GLP,2012,31.976744,31.976744
GLP,2013,31.034483,31.034483
GLP,2014,28.16092,28.16092
GLP,2015,23.295454,23.295454
GLP,2016,28.813559,28.813559
GLP,2017,27.84091,27.84091
GLP,2018,26.315788,26.315788
GLP,2019,22.674417,22.674417
GLP,2020,16.470589,16.470589
GLP,2021,13.855422,13.855422
GLP,2022,13.414634,13.414634
GUM,2000,0,0
GUM,2001,0,0
GUM,2002,0,0
GUM,2003,0,0
GUM,2004,0,0
GUM,2005,0,0
GUM,2006,0,0
GUM,2007,0,0
GUM,2008,0,0
GUM,2009,0,0
GUM,2010,0,0
GUM,2011,0,0
GUM,2012,0,0
GUM,2013,0,0
GUM,2014,0,0
GUM,2015,0,0
GUM,2016,0,0
GUM,2017,0,0
GUM,2018,0,0
GUM,2019,0,0
GUM,2020,0,0
GUM,2021,0,0
GUM,2022,0,0
GTM,2000,8.359134,8.359134
GTM,2001,13.670134,13.670134
GTM,2002,15.315315,15.315315
GTM,2003,14.037627,14.037627
GTM,2004,17.445482,17.445482
GTM,2005,15.395684,15.395684
GTM,2006,13.977129,13.977129
GTM,2007,12.958715,12.958715
GTM,2008,13.13364,13.13364
GTM,2009,8.193042,8.193042
GTM,2010,13.235293,13.235293
GTM,2011,13.5844755,13.5844755
GTM,2012,13.247864,13.247864
GTM,2013,15.711463,15.711463
GTM,2014,17.669172,17.669172
GTM,2015,26.14145,26.14145
GTM,2016,29.763912,29.763912
GTM,2017,27.795786,27.795786
GTM,2018,29.433964,29.433964
GTM,2019,31.968504,31.968504
GTM,2020,21.095007,21.095007
GTM,2021,21.590174,21.590174
GTM,2022,9.421365,9.421365
GTM,2023,17.607725,17.607725
GIN,2000,0,0
GIN,2001,0,0
GIN,2002,0,0
GIN,2003,0,0
GIN,2004,0,0
GIN,2005,0,0
GIN,2006,0,0
GIN,2007,0,0
GIN,2008,0,0
GIN,2009,0,0
GIN,2010,0,0
GIN,2011,0,0
GIN,2012,0,0
GIN,2013,0,0
GIN,2014,0,0
GIN,2015,0,0
GIN,2016,0,0
GIN,2017,0,0
GIN,2018,0,0
GIN,2019,0,0
GIN,2020,0,0
GIN,2021,0,0
GIN,2022,0,0
GIN,2023,0,0
GNB,2000,0,0
GNB,2001,0,0
GNB,2002,0,0
GNB,2003,0,0
GNB,2004,0,0
GNB,2005,0,0
GNB,2006,0,0
GNB,2007,0,0
GNB,2008,0,0
GNB,2009,0,0
GNB,2010,0,0
GNB,2011,0,0
GNB,2012,0,0
GNB,2013,0,0
GNB,2014,0,0
GNB,2015,0,0
GNB,2016,0,0
GNB,2017,0,0
GNB,2018,0,0
GNB,2019,0,0
GNB,2020,0,0
GNB,2021,0,0
GNB,2022,0,0
GUY,2000,0,0
GUY,2001,0,0
GUY,2002,0,0
GUY,2003,0,0
GUY,2004,0,0
GUY,2005,0,0
GUY,2006,0,0
GUY,2007,0,0
GUY,2008,0,0
GUY,2009,0,0
GUY,2010,0,0
GUY,2011,0,0
GUY,2012,0,0
GUY,2013,0,0
GUY,2014,0,0
GUY,2015,0,0
GUY,2016,0,0
GUY,2017,0,0
GUY,2018,0,0
GUY,2019,0,0
GUY,2020,0,0
GUY,2021,0,0
GUY,2022,0,0
GUY,2023,0,0
HTI,2000,0,0
HTI,2001,0,0
HTI,2002,0,0
HTI,2003,0,0
HTI,2004,0,0
HTI,2005,0,0
HTI,2006,0,0
HTI,2007,0,0
HTI,2008,0,0
HTI,2009,0,0
HTI,2010,0,0
HTI,2011,0,0
HTI,2012,0,0
HTI,2013,0,0
HTI,2014,0,0
HTI,2015,0,0
HTI,2016,0,0
HTI,2017,0,0
HTI,2018,0,0
HTI,2019,0,0
HTI,2020,0,0
HTI,2021,0,0
HTI,2022,0,0
HND,2000,0,0
HND,2001,0,0
HND,2002,0,0
HND,2003,0,0
HND,2004,0,0
HND,2005,0,0
HND,2006,0,0
HND,2007,0,0
HND,2008,0,0
HND,2009,0,0
HND,2010,0,0
HND,2011,1.3386881,1.3386881
HND,2012,1.2755102,1.2755102
HND,2013,1.2180268,1.2180268
HND,2014,1.566265,1.566265
HND,2015,0.96051234,0.96051234
HND,2016,0.41493773,0.41493773
HND,2017,0,0
HND,2018,0,0
HND,2019,0.4484305,0.4484305
HND,2020,0.4681648,0.4681648
HND,2021,0.5208333,0.5208333
HND,2022,0.59473234,0.59473234
HND,2023,0,0
HKG,2000,60.364685,60.364685
HKG,2001,61.279354,61.279354
HKG,2002,63.891327,63.891327
HKG,2003,77.843636,77.843636
HKG,2004,69.068825,69.068825
HKG,2005,70.42731,70.42731
HKG,2006,68.96731,68.96731
HKG,2007,73.35391,73.35391
HKG,2008,68.23095,68.23095
HKG,2009,70.94769,70.94769
HKG,2010,62.22862,62.22862
HKG,2011,71.28561,71.28561
HKG,2012,64.57306,64.57306
HKG,2013,75.10895,75.10895
HKG,2014,76.49723,76.49723
HKG,2015,65.7422,65.7422
HKG,2016,65.89717,65.89717
HKG,2017,64.8078,64.8078
HKG,2018,60.131256,60.131256
HKG,2019,57.01137,57.01137
HKG,2020,35.312958,35.312958
HKG,2021,37.272224,37.272224
HKG,2022,35.263157,35.263157
HKG,2023,35.25505,35.25505
HUN,1990,30.063292,30.063292
HUN,1991,26.835781,26.835781
HUN,1992,28.756311,28.756311
HUN,1993,27.408085,27.408085
HUN,1994,26.044151,26.044151
HUN,1995,26.690182,26.690182
HUN,1996,27.386719,27.386719
HUN,1997,26.525423,26.525423
HUN,1998,25.698925,25.698925
HUN,1999,26.909859,26.909859
HUN,2000,27.252062,27.252062
HUN,2001,24.272379,24.272379
HUN,2002,24.840939,24.840939
HUN,2003,26.867857,26.867857
HUN,2004,24.265799,24.265799
HUN,2005,19.636364,19.636364
HUN,2006,19.525803,19.525803
HUN,2007,18.443443,18.443443
HUN,2008,17.691154,17.691154
HUN,2009,17.65525,17.65525
HUN,2010,16.675589,16.675589
HUN,2011,17.990005,17.990005
HUN,2012,18.313114,18.313114
HUN,2013,20.812687,20.812687
HUN,2014,20.381083,20.381083
HUN,2015,19.09001,19.09001
HUN,2016,17.659975,17.659975
HUN,2017,14.975699,14.975699
HUN,2018,14.570984,14.570984
HUN,2019,11.756127,11.756127
HUN,2020,10.624285,10.624285
HUN,2021,8.337951,8.337951
HUN,2022,8.356624,8.356624
HUN,2023,7.010135,7.010135
HUN,2024,6.3122053,6.3122053
ISL,2000,0,0
ISL,2001,0,0
ISL,2002,0,0
ISL,2003,0,0
ISL,2004,0,0
ISL,2005,0,0
ISL,2006,0,0
ISL,2007,0,0
ISL,2008,0,0
ISL,2009,0,0
ISL,2010,0,0
ISL,2011,0,0
ISL,2012,0,0
ISL,2013,0,0
ISL,2014,0,0
ISL,2015,0,0
ISL,2016,0,0
ISL,2017,0,0
ISL,2018,0,0
ISL,2019,0,0
ISL,2020,0,0
ISL,2021,0,0
ISL,2022,0,0
ISL,2023,0,0
IND,1985,62.257416,62.257416
IND,1986,64.09305,64.09305
IND,1987,68.31509,68.31509
IND,1988,68.244026,68.244026
IND,1989,67.89408,67.89408
IND,1990,66.59408,66.59408
IND,1991,66.816315,66.816315
IND,1992,68.04382,68.04382
IND,1993,69.79585,69.79585
IND,1994,68.204,68.204
IND,1995,69.36506,69.36506
IND,1996,70.44905,70.44905
IND,1997,69.449974,69.449974
IND,1998,66.62015,66.62015
IND,1999,66.76307,66.76307
IND,2000,68.29486,68.29486
IND,2001,69.66336,69.66336
IND,2002,69.99213,69.99213
IND,2003,69.18183,69.18183
IND,2004,66.30341,66.30341
IND,2005,67.91574,67.91574
IND,2006,67.898926,67.898926
IND,2007,66.97185,66.97185
IND,2008,69.183136,69.183136
IND,2009,69.46721,69.46721
IND,2010,68.58566,68.58566
IND,2011,67.819145,67.819145
IND,2012,72.092064,72.092064
IND,2013,73.98485,73.98485
IND,2014,75.258675,75.258675
IND,2015,76.13267,76.13267
IND,2016,76.59052,76.59052
IND,2017,75.79809,75.79809
IND,2018,75.91661,75.91661
IND,2019,73.90173,73.90173
IND,2020,72.30237,72.30237
IND,2021,74.052055,74.052055
IND,2022,74.02995,74.02995
IND,2023,75.132774,75.132774
IND,2024,74.55894,74.55894
IDN,1985,31.840443,31.840443
IDN,1986,29.04726,29.04726
IDN,1987,29.841398,29.841398
IDN,1988,30.541397,30.541397
IDN,1989,29.869484,29.869484
IDN,1990,29.497517,29.497517
IDN,1991,28.991041,28.991041
IDN,1992,28.203707,28.203707
IDN,1993,26.900154,26.900154
IDN,1994,27.880732,27.880732
IDN,1995,26.545582,26.545582
IDN,1996,28.318745,28.318745
IDN,1997,28.960865,28.960865
IDN,1998,29.2551,29.2551
IDN,1999,31.36191,31.36191
IDN,2000,34.67972,34.67972
IDN,2001,35.52185,35.52185
IDN,2002,37.977707,37.977707
IDN,2003,39.577477,39.577477
IDN,2004,38.635998,38.635998
IDN,2005,39.002182,39.002182
IDN,2006,42.514492,42.514492
IDN,2007,43.059303,43.059303
IDN,2008,39.44195,39.44195
IDN,2009,40.46786,40.46786
IDN,2010,38.567245,38.567245
IDN,2011,42.260784,42.260784
IDN,2012,48.894524,48.894524
IDN,2013,49.404922,49.404922
IDN,2014,50.319946,50.319946
IDN,2015,51.24137,51.24137
IDN,2016,52.564556,52.564556
IDN,2017,55.659637,55.659637
IDN,2018,56.383236,56.383236
IDN,2019,59.06106,59.06106
IDN,2020,61.979984,61.979984
IDN,2021,61.404194,61.404194
IDN,2022,61.554832,61.554832
IDN,2023,61.831146,61.831146
IDN,2024,60.897614,60.897614
IRN,1985,0.22613387,0.22613387
IRN,1986,0.20622954,0.20622954
IRN,1987,0.188629,0.188629
IRN,1988,0.18735363,0.18735363
IRN,1989,0.12443858,0.12443858
IRN,1990,0.11273957,0.11273957
IRN,1991,0.14964816,0.14964816
IRN,1992,0.123552345,0.123552345
IRN,1993,0.12853815,0.12853815
IRN,1994,0.11727816,0.11727816
IRN,1995,0.10787998,0.10787998
IRN,1996,0.10251839,0.10251839
IRN,1997,0.09898642,0.09898642
IRN,1998,0.109391026,0.109391026
IRN,1999,0.37878788,0.37878788
IRN,2000,0.40217847,0.40217847
IRN,2001,0.36836743,0.36836743
IRN,2002,0.3761846,0.3761846
IRN,2003,0.3099242,0.3099242
IRN,2004,0.29491276,0.29491276
IRN,2005,0.32190657,0.32190657
IRN,2006,0.28951043,0.28951043
IRN,2007,0.2806223,0.2806223
IRN,2008,0.18528195,0.18528195
IRN,2009,0.1713178,0.1713178
IRN,2010,0.14850645,0.14850645
IRN,2011,0.18252048,0.18252048
IRN,2012,0.16081049,0.16081049
IRN,2013,0.17770225,0.17770225
IRN,2014,0.19228674,0.19228674
IRN,2015,0.16414502,0.16414502
IRN,2016,0.17124484,0.17124484
IRN,2017,0.22610347,0.22610347
IRN,2018,0.20489834,0.20489834
IRN,2019,0.25401405,0.25401405
IRN,2020,0.2372409,0.2372409
IRN,2021,0.23568362,0.23568362
IRN,2022,0.24790238,0.24790238
IRN,2023,0.24029045,0.24029045
IRN,2024,0.23724793,0.23724793
IRQ,2000,0,0
IRQ,2001,0,0
IRQ,2002,0,0
IRQ,2003,0,0
IRQ,2004,0,0
IRQ,2005,0,0
IRQ,2006,0,0
IRQ,2007,0,0
IRQ,2008,0,0
IRQ,2009,0,0
IRQ,2010,0,0
IRQ,2011,0,0
IRQ,2012,0,0
IRQ,2013,0,0
IRQ,2014,0,0
IRQ,2015,0,0
IRQ,2016,0,0
IRQ,2017,0,0
IRQ,2018,0,0
IRQ,2019,0,0
IRQ,2020,0,0
IRQ,2021,0,0
IRQ,2022,0,0
IRQ,2023,0,0
IRL,1990,41.6608,41.6608
IRL,1991,39.235413,39.235413
IRL,1992,42.25888,42.25888
IRL,1993,41.066994,41.066994
IRL,1994,39.785583,39.785583
IRL,1995,39.954468,39.954468
IRL,1996,37.042923,37.042923
IRL,1997,34.554707,34.554707
IRL,1998,32.326138,32.326138
IRL,1999,26.841621,26.841621
IRL,2000,28.873835,28.873835
IRL,2001,28.722538,28.722538
IRL,2002,27.500002,27.500002
IRL,2003,24.979855,24.979855
IRL,2004,24.741858,24.741858
IRL,2005,24.980453,24.980453
IRL,2006,21.721464,21.721464
IRL,2007,19.20226,19.20226
IRL,2008,17.196386,17.196386
IRL,2009,14.316392,14.316392
IRL,2010,12.628957,12.628957
IRL,2011,14.522669,14.522669
IRL,2012,18.530823,18.530823
IRL,2013,16.758026,16.758026
IRL,2014,15.360744,15.360744
IRL,2015,17.368044,17.368044
IRL,2016,15.562913,15.562913
IRL,2017,11.872147,11.872147
IRL,2018,6.957929,6.957929
IRL,2019,1.6606969,1.6606969
IRL,2020,2.0957148,2.0957148
IRL,2021,8.613047,8.613047
IRL,2022,7.051472,7.051472
IRL,2023,3.8584185,3.8584185
IRL,2024,3.075429,3.075429
ISR,2000,68.49508,68.49508
ISR,2001,74.92605,74.92605
ISR,2002,77.14285,77.14285
ISR,2003,76.72194,76.72194
ISR,2004,77.17852,77.17852
ISR,2005,74.387985,74.387985
ISR,2006,70.62895,70.62895
ISR,2007,69.30656,69.30656
ISR,2008,62.246872,62.246872
ISR,2009,62.76265,62.76265
ISR,2010,58.479935,58.479935
ISR,2011,58.976513,58.976513
ISR,2012,61.450565,61.450565
ISR,2013,52.315723,52.315723
ISR,2014,49.45777,49.45777
ISR,2015,45.39934,45.39934
ISR,2016,36.054317,36.054317
ISR,2017,32.666073,32.666073
ISR,2018,29.846424,29.846424
ISR,2019,30.419678,30.419678
ISR,2020,26.414042,26.414042
ISR,2021,23.171566,23.171566
ISR,2022,22.50605,22.50605
ISR,2023,17.645477,17.645477
ITA,1985,16.163992,16.163992
ITA,1986,16.12021,16.12021
ITA,1987,16.404963,16.404963
ITA,1988,16.65201,16.65201
ITA,1989,15.120759,15.120759
ITA,1990,15.03636,15.03636
ITA,1991,13.047659,13.047659
ITA,1992,9.59224,9.59224
ITA,1993,7.581687,7.581687
ITA,1994,8.681968,8.681968
ITA,1995,10.161352,10.161352
ITA,1996,9.223443,9.223443
ITA,1997,8.320487,8.320487
ITA,1998,9.1894655,9.1894655
ITA,1999,9.184185,9.184185
ITA,2000,9.7354965,9.7354965
ITA,2001,11.669731,11.669731
ITA,2002,12.773395,12.773395
ITA,2003,13.557133,13.557133
ITA,2004,15.4982815,15.4982815
ITA,2005,14.801616,14.801616
ITA,2006,14.46615,14.46615
ITA,2007,14.407028,14.407028
ITA,2008,13.823539,13.823539
ITA,2009,13.877638,13.877638
ITA,2010,13.39379,13.39379
ITA,2011,14.991454,14.991454
ITA,2012,16.643522,16.643522
ITA,2013,15.768128,15.768128
ITA,2014,15.712582,15.712582
ITA,2015,15.445119,15.445119
ITA,2016,12.453226,12.453226
ITA,2017,11.171215,11.171215
ITA,2018,9.952457,9.952457
ITA,2019,6.496776,6.496776
ITA,2020,4.8336406,4.8336406
ITA,2021,4.9108553,4.9108553
ITA,2022,8.0701,8.0701
ITA,2023,5.051972,5.051972
ITA,2024,1.7533915,1.7533915
JAM,2000,0,0
JAM,2001,0,0
JAM,2002,0,0
JAM,2003,0,0
JAM,2004,0,0
JAM,2005,0,0
JAM,2006,0,0
JAM,2007,0,0
JAM,2008,0,0
JAM,2009,0,0
JAM,2010,0,0
JAM,2011,0,0
JAM,2012,0,0
JAM,2013,0,0
JAM,2014,0,0
JAM,2015,0,0
JAM,2016,0,0
JAM,2017,0,0
JAM,2018,0,0
JAM,2019,0,0
JAM,2020,0,0
JAM,2021,0,0
JAM,2022,0,0
JPN,1985,14.782898,14.782898
JPN,1986,14.603738,14.603738
JPN,1987,14.926356,14.926356
JPN,1988,14.885709,14.885709
JPN,1989,14.612524,14.612524
JPN,1990,13.531984,13.531984
JPN,1991,13.779386,13.779386
JPN,1992,14.395341,14.395341
JPN,1993,15.141976,15.141976
JPN,1994,15.931768,15.931768
JPN,1995,16.678617,16.678617
JPN,1996,17.327097,17.327097
JPN,1997,17.835005,17.835005
JPN,1998,18.14089,18.14089
JPN,1999,19.60937,19.60937
JPN,2000,21.66468,21.66468
JPN,2001,23.44203,23.44203
JPN,2002,23.971283,23.971283
JPN,2003,26.73098,26.73098
JPN,2004,26.346117,26.346117
JPN,2005,27.682623,27.682623
JPN,2006,26.739382,26.739382
JPN,2007,26.888172,26.888172
JPN,2008,28.191267,28.191267
JPN,2009,28.013859,28.013859
JPN,2010,27.40822,27.40822
JPN,2011,25.816883,25.816883
JPN,2012,30.202007,30.202007
JPN,2013,33.32996,33.32996
JPN,2014,33.461308,33.461308
JPN,2015,33.941677,33.941677
JPN,2016,31.831345,31.831345
JPN,2017,33.75276,33.75276
JPN,2018,33.30409,33.30409
JPN,2019,33.48959,33.48959
JPN,2020,33.653797,33.653797
JPN,2021,33.659042,33.659042
JPN,2022,33.730553,33.730553
JPN,2023,32.479324,32.479324
JPN,2024,31.870293,31.870293
JOR,2000,0,0
JOR,2001,0,0
JOR,2002,0,0
JOR,2003,0,0
JOR,2004,0,0
JOR,2005,0,0
JOR,2006,0,0
JOR,2007,0,0
JOR,2008,0,0
JOR,2009,0,0
JOR,2010,0,0
JOR,2011,0,0
JOR,2012,0,0
JOR,2013,0,0
JOR,2014,0,0
JOR,2015,0,0
JOR,2016,0,0
JOR,2017,0,0
JOR,2018,0,0
JOR,2019,0,0
JOR,2020,0,0
JOR,2021,0,0
JOR,2022,0,0
KAZ,1985,72.687454,72.687454
KAZ,1986,73.30292,73.30292
KAZ,1987,72.63646,72.63646
KAZ,1988,71.5259,71.5259
KAZ,1989,71.26247,71.26247
KAZ,1990,71.12006,71.12006
KAZ,1991,72.231,72.231
KAZ,1992,71.90783,71.90783
KAZ,1993,71.0239,71.0239
KAZ,1994,70.53851,70.53851
KAZ,1995,71.95001,71.95001
KAZ,1996,72.039764,72.039764
KAZ,1997,71.55006,71.55006
KAZ,1998,72.01888,72.01888
KAZ,1999,71.99882,71.99882
KAZ,2000,69.51975,69.51975
KAZ,2001,70.56699,70.56699
KAZ,2002,68.81536,68.81536
KAZ,2003,71.766365,71.766365
KAZ,2004,75.51905,75.51905
KAZ,2005,73.86631,73.86631
KAZ,2006,68.825005,68.825005
KAZ,2007,73.41425,73.41425
KAZ,2008,76.66459,76.66459
KAZ,2009,73.80922,73.80922
KAZ,2010,80.65336,80.65336
KAZ,2011,81.10418,81.10418
KAZ,2012,74.63032,74.63032
KAZ,2013,74.50599,74.50599
KAZ,2014,68.37155,68.37155
KAZ,2015,66.82671,66.82671
KAZ,2016,62.510567,62.510567
KAZ,2017,64.526764,64.526764
KAZ,2018,66.92458,66.92458
KAZ,2019,66.732414,66.732414
KAZ,2020,63.684067,63.684067
KAZ,2021,59.071953,59.071953
KAZ,2022,57.30278,57.30278
KAZ,2023,56.56369,56.56369
KAZ,2024,55.171535,55.171535
KEN,2000,0,0
KEN,2001,0,0
KEN,2002,0,0
KEN,2003,0,0
KEN,2004,0,0
KEN,2005,0,0
KEN,2006,0,0
KEN,2007,0,0
KEN,2008,0,0
KEN,2009,0,0
KEN,2010,0,0
KEN,2011,0,0
KEN,2012,0,0
KEN,2013,0,0
KEN,2014,0,0
KEN,2015,0,0
KEN,2016,0,0
KEN,2017,0,0
KEN,2018,0,0
KEN,2019,0,0
KEN,2020,0,0
KEN,2021,0,0
KEN,2022,0,0
KEN,2023,0,0
KEN,2024,0,0
KIR,2000,0,0
KIR,2001,0,0
KIR,2002,0,0
KIR,2003,0,0
KIR,2004,0,0
KIR,2005,0,0
KIR,2006,0,0
KIR,2007,0,0
KIR,2008,0,0
KIR,2009,0,0
KIR,2010,0,0
KIR,2011,0,0
KIR,2012,0,0
KIR,2013,0,0
KIR,2014,0,0
KIR,2015,0,0
KIR,2016,0,0
KIR,2017,0,0
KIR,2018,0,0
KIR,2019,0,0
KIR,2020,0,0
KIR,2021,0,0
KIR,2022,0,0
OWID_KOS,2000,97.63514,97.63514
OWID_KOS,2001,98.12333,98.12333
OWID_KOS,2002,98.11321,98.11321
OWID_KOS,2003,97.79614,97.79614
OWID_KOS,2004,96.568634,96.568634
OWID_KOS,2005,96.86099,96.86099
OWID_KOS,2006,97.06547,97.06547
OWID_KOS,2007,97.51553,97.51553
OWID_KOS,2008,97.868225,97.868225
OWID_KOS,2009,97.384315,97.384315
OWID_KOS,2010,96.51837,96.51837
OWID_KOS,2011,97.93103,97.93103
OWID_KOS,2012,98.14815,98.14815
OWID_KOS,2013,97.69939,97.69939
OWID_KOS,2014,97.05341,97.05341
OWID_KOS,2015,97.545006,97.545006
OWID_KOS,2016,95.65217,95.65217
OWID_KOS,2017,96.79054,96.79054
OWID_KOS,2018,94.754654,94.754654
OWID_KOS,2019,94.803154,94.803154
OWID_KOS,2020,94.477615,94.477615
OWID_KOS,2021,93.198265,93.198265
OWID_KOS,2022,93.198265,93.198265
OWID_KOS,2023,90.50737,90.50737
OWID_KOS,2024,94.49541,94.49541
KWT,2000,0,0
KWT,2001,0,0
KWT,2002,0,0
KWT,2003,0,0
KWT,2004,0,0
KWT,2005,0,0
KWT,2006,0,0
KWT,2007,0,0
KWT,2008,0,0
KWT,2009,0,0
KWT,2010,0,0
KWT,2011,0,0
KWT,2012,0,0
KWT,2013,0,0
KWT,2014,0,0
KWT,2015,0,0
KWT,2016,0,0
KWT,2017,0,0
KWT,2018,0,0
KWT,2019,0,0
KWT,2020,0,0
KWT,2021,0,0
KWT,2022,0,0
KWT,2023,0,0
KWT,2024,0,0
KGZ,2000,5.236593,5.236593
KGZ,2001,5.5367994,5.5367994
KGZ,2002,4.3913713,4.3913713
KGZ,2003,3.8212435,3.8212435
KGZ,2004,3.7128716,3.7128716
KGZ,2005,10.128291,10.128291
KGZ,2006,10.3092785,10.3092785
KGZ,2007,10.884354,10.884354
KGZ,2008,11.46279,11.46279
KGZ,2009,3.5519125,3.5519125
KGZ,2010,5.0041704,5.0041704
KGZ,2011,4.1972017,4.1972017
KGZ,2012,4.856953,4.856953
KGZ,2013,5.6752872,5.6752872
KGZ,2014,7.4151077,7.4151077
KGZ,2015,13.312694,13.312694
KGZ,2016,11.863118,11.863118
KGZ,2017,7.5471697,7.5471697
KGZ,2018,7.064161,7.064161
KGZ,2019,7.54843,7.54843
KGZ,2020,8.376623,8.376623
KGZ,2021,13.0118885,13.0118885
KGZ,2022,12.735167,12.735167
KGZ,2023,13.109979,13.109979
KGZ,2024,14.056938,14.056938
LAO,2000,0,0
LAO,2001,0,0
LAO,2002,0,0
LAO,2003,0,0
LAO,2004,0,0
LAO,2005,0,0
LAO,2006,0,0
LAO,2007,0,0
LAO,2008,0,0
LAO,2009,0,0
LAO,2010,0,0
LAO,2011,0,0
LAO,2012,0,0
LAO,2013,0,0
LAO,2014,0,0
LAO,2015,13.985148,13.985148
LAO,2016,31.227934,31.227934
LAO,2017,35.17863,35.17863
LAO,2018,34.921562,34.921562
LAO,2019,36.523685,36.523685
LAO,2020,28.403404,28.403404
LAO,2021,26.458797,26.458797
LAO,2022,23.863636,23.863636
LAO,2023,23.28872,23.28872
LVA,1990,0,0
LVA,1991,0,0
LVA,1992,0,0
LVA,1993,0,0
LVA,1994,0,0
LVA,1995,0,0
LVA,1996,0,0
LVA,1997,0,0
LVA,1998,0,0
LVA,1999,0,0
LVA,2000,0,0
LVA,2001,0,0
LVA,2002,0,0
LVA,2003,0,0
LVA,2004,0,0
LVA,2005,0,0
LVA,2006,0,0
LVA,2007,0,0
LVA,2008,0,0
LVA,2009,0,0
LVA,2010,0,0
LVA,2011,0,0
LVA,2012,0,0
LVA,2013,0,0
LVA,2014,0,0
LVA,2015,0,0
LVA,2016,0,0
LVA,2017,0,0
LVA,2018,0,0
LVA,2019,0,0
LVA,2020,0,0
LVA,2021,0,0
LVA,2022,0,0
LVA,2023,0,0
LVA,2024,0,0
LBN,2000,0,0
LBN,2001,0,0
LBN,2002,0,0
LBN,2003,0,0
LBN,2004,0,0
LBN,2005,0,0
LBN,2006,0,0
LBN,2007,0,0
LBN,2008,0,0
LBN,2009,0,0
LBN,2010,0,0
LBN,2011,0,0
LBN,2012,0,0
LBN,2013,0,0
LBN,2014,0,0
LBN,2015,0,0
LBN,2016,0,0
LBN,2017,0,0
LBN,2018,0,0
LBN,2019,0,0
LBN,2020,0,0
LBN,2021,0,0
LBN,2022,0,0
LBN,2023,0,0
LSO,2000,0,0
LSO,2001,0,0
LSO,2002,0,0
LSO,2003,0,0
LSO,2004,0,0
LSO,2005,0,0
LSO,2006,0,0
LSO,2007,0,0
LSO,2008,0,0
LSO,2009,0,0
LSO,2010,0,0
LSO,2011,0,0
LSO,2012,0,0
LSO,2013,0,0
LSO,2014,0,0
LSO,2015,0,0
LSO,2016,0,0
LSO,2017,0,0
LSO,2018,0,0
LSO,2019,0,0
LSO,2020,0,0
LSO,2021,0,0
LSO,2022,0,0
LBR,2000,0,0
LBR,2001,0,0
LBR,2002,0,0
LBR,2003,0,0
LBR,2004,0,0
LBR,2005,0,0
LBR,2006,0,0
LBR,2007,0,0
LBR,2008,0,0
LBR,2009,0,0
LBR,2010,0,0
LBR,2011,0,0
LBR,2012,0,0
LBR,2013,0,0
LBR,2014,0,0
LBR,2015,0,0
LBR,2016,0,0
LBR,2017,0,0
LBR,2018,0,0
LBR,2019,0,0
LBR,2020,0,0
LBR,2021,0,0
LBR,2022,0,0
LBR,2023,0,0
LBY,2000,0,0
LBY,2001,0,0
LBY,2002,0,0
LBY,2003,0,0
LBY,2004,0,0
LBY,2005,0,0
LBY,2006,0,0
LBY,2007,0,0
LBY,2008,0,0
LBY,2009,0,0
LBY,2010,0,0
LBY,2011,0,0
LBY,2012,0,0
LBY,2013,0,0
LBY,2014,0,0
LBY,2015,0,0
LBY,2016,0,0
LBY,2017,0,0
LBY,2018,0,0
LBY,2019,0,0
LBY,2020,0,0
LBY,2021,0,0
LBY,2022,0,0
LBY,2023,0,0
LTU,1990,0,0
LTU,1991,0,0
LTU,1992,0,0
LTU,1993,0,0
LTU,1994,0,0
LTU,1995,0,0
LTU,1996,0,0
LTU,1997,0,0
LTU,1998,0,0
LTU,1999,0,0
LTU,2000,0,0
LTU,2001,0,0
LTU,2002,0,0
LTU,2003,0,0
LTU,2004,0,0
LTU,2005,0,0
LTU,2006,0,0
LTU,2007,0,0
